Customer_ID,Customer_Name,Gender,Date_of_Birth,Mobile_Number,Email_ID,Occupation,City,State_Name,Customer_Segment
480,Idika Toor,M,2005-03-25,5838184265,apatla@example.com,Business Owner,Gudivada,Meghalaya,VIP
481,Amara Bansal,F,1982-11-14,2035422871,granganathan@example.net,Doctor,Gurgaon,Gujarat,Regular
482,Yashvi Pandya,O,1999-12-01,4886286689,dnatarajan@example.org,Business Owner,Kochi,Mizoram,Regular
483,Udarsh Taneja,O,1996-02-19,2360508329,ywali@example.net,Software Engineer,Amravati,Uttarakhand,Regular
484,Manbir Mander,M,1990-01-27,3358837897,brastogi@example.org,Business Owner,Kota,Andhra Pradesh,Regular
485,Lopa Sarin,F,1972-09-15,5695609863,cmanne@example.com,Software Engineer,Hapur,Chhattisgarh,VIP
486,Jairaj Borde,M,2000-04-06,8117852550,narainvasudha@example.org,Student,Bhubaneswar,Jharkhand,VIP
487,Meera Ganguly,M,1987-06-18,2701414949,aditya50@example.net,Software Engineer,Indore,Manipur,VIP
488,Ekaraj Dutt,F,1995-09-14,4374740510,indalibir@example.org,Software Engineer,Satna,Goa,Regular
489,Vedant Dhar,M,1972-11-11,0109543382,vanshakata@example.net,Bank Employee,Machilipatnam,Odisha,Premium
490,Anjali Kala,F,1991-09-20,7769324893,daksha19@example.org,Analyst,Amravati,Goa,Regular
491,Krish Jani,F,1968-06-15,7663539246,aayush14@example.org,Bank Employee,Satna,Bihar,Regular
492,Zinal Golla,O,2005-10-26,2809171008,chavviborah@example.com,Teacher,Jhansi,Chhattisgarh,Premium
493,Lucky Goyal,F,1972-02-11,1215903663,ishita81@example.org,Teacher,Deoghar,Arunachal Pradesh,VIP
494,Sanya Lad,O,1984-10-28,2177854472,sanyashetty@example.org,Government Employee,Jalandhar,Punjab,Premium
495,Sneha Chokshi,M,1985-05-26,1101463222,warjasdatta@example.net,Bank Employee,Bhubaneswar,Jharkhand,Premium
496,Keya Mani,O,1984-05-14,4435676599,chakrikatiwari@example.com,Government Employee,Chinsurah,Haryana,Regular
497,Watika Sanghvi,M,1969-05-10,5114021956,whans@example.net,Business Owner,Khammam,Jharkhand,VIP
498,Dakshesh Sridhar,F,1966-05-05,1081599274,idika04@example.net,Business Owner,Amravati,Uttar Pradesh,Premium
499,Charvi Baria,O,1997-12-26,7191686813,wakeeta27@example.org,Doctor,Pallavaram,Tripura,Premium
500,Jairaj Mani,O,1981-02-04,5258957997,vwagle@example.net,Student,Parbhani,Uttar Pradesh,Regular
